id,year,thumbnail,image,largeImage,_label,_iiif,_Description,_Publication/creation,_Physical description,_Contributors,_Type/technique,_Subjects,_Attribution and usage,keywords,_Notes,
89c3877e3f8e0113460b7cf7979173e3,,"https://iiif.wellcomecollection.org/image/b28663184_0010.jp2/full/101,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663184_0010.jp2/full/812,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663184_0010.jp2/full/full/0/default.jpg,Gay sex & AIDS : English / Buro GVO.,https://iiif.wellcomecollection.org/presentation/b28663184,<p>Leaflet giving information about ways to prevent HIV infection during a wide variety of sexual activity.</p>,1989,1 folded sheet (10 unnumbered pages) , 10 x 38 cm,Buro GVO,Ephemera,Gay men,Wellcome Collection,"Wellcome Collection,Buro GVO,Leaflet giving information,Gay sex",
7e2c3381096b63dc8b6cd13b328c7078,,"https://iiif.wellcomecollection.org/image/b28491105_0001.jp2/full/95,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491105_0001.jp2/full/764,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491105_0001.jp2/full/full/0/default.jpg,[Stamp-like sticker sold to raise funds for the French Red Cross. Bearing a portrait of: Gal. de Langle de Cary].,https://iiif.wellcomecollection.org/presentation/b28491105,,[Between 1914 and 1918?],,,Ephemera,"World War, 1914-1918",Wellcome Collection,"French Red Cross,Stamp,World War,Gal",,
593a17671cbf1f661b5457655d1b554a,,"https://iiif.wellcomecollection.org/image/b28491014_0001.jp2/full/91,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491014_0001.jp2/full/730,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491014_0001.jp2/full/full/0/default.jpg,[Fund raising sticker for the Austrian Red Cross featuring Schwarzenberg].,https://iiif.wellcomecollection.org/presentation/b28491014,,1914,,,Ephemera,Fund Raising,Wellcome Collection,"Wellcome Collection,Austrian Red Cross,Red Cross featuring,Fund raising sticker",,
e12f0a17192268fd6c10ff8ff4725b7c,,"https://iiif.wellcomecollection.org/image/b15717446_0001.jp2/full/128,59/0/default.jpg","https://iiif.wellcomecollection.org/image/b15717446_0001.jp2/full/1025,478/0/default.jpg","https://iiif.wellcomecollection.org/image/b15717446_0001.jp2/full/4096,1910/0/default.jpg",Quorn myco-protein : tasty... healthy... the natural alternative to meat : the delicious new food that loves dressing up.,https://iiif.wellcomecollection.org/presentation/b15717446,<p>Diecut sticker on a rectangular backing sheet with the Quorn logo to the left and a photograph of 2 Quorn dishes on dark grey marble to the right.</p>,"[Marlow] : [Marlow Foods], [1992?]",1 sticker : color illustrations , 10 x 23,Marlow Foods.,Ephemera,Meat substitutes,Wellcome Collection,"delicious new food,Quorn myco,Wellcome Collection,protein",Quorn is manufactured by Marlow Foods Ltd.
6b897fd14994ea5c6b65e579961753fd,,"https://iiif.wellcomecollection.org/image/b28674571_0001.jp2/full/128,40/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674571_0001.jp2/full/1025,325/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674571_0001.jp2/full/4096,1302/0/default.jpg",Still taking care?,https://iiif.wellcomecollection.org/presentation/b28674571,<p>Window sticker promoting the Edinburgh 'Take Care' AIDS / HIV prevention campaign.</p>,[between 1990 and 1995?],1 sheet , 7 x 26 cm,Lothian Health Board,Ephemera,Safe Sex,Wellcome Collection,"HIV prevention,Lothian Health Board,AIDS,Copy","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
805e3665d929e4ffe426905c42cd8b23,,"https://iiif.wellcomecollection.org/image/b28663226_0001.jp2/full/128,63/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663226_0001.jp2/full/1025,508/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663226_0001.jp2/full/full/0/default.jpg,Keep talking safer sex / London Lesbian and Gay Switchboard.,https://iiif.wellcomecollection.org/presentation/b28663226,,[1992?],1 sheet , 5 x 11 cm,London Lesbian and Gay Switchboard,Ephemera,Safe Sex,Wellcome Collection,"London Lesbian,Gay Switchboard,Wellcome Collection,London",
38dd4f01b29bf7ef1abd3a0a3f579696,,"https://iiif.wellcomecollection.org/image/b28664814_0001.jp2/full/128,87/0/default.jpg","https://iiif.wellcomecollection.org/image/b28664814_0001.jp2/full/1025,701/0/default.jpg",https://iiif.wellcomecollection.org/image/b28664814_0001.jp2/full/full/0/default.jpg,I support mi££ionaid : now it's up to all of us / Durex condoms.,https://iiif.wellcomecollection.org/presentation/b28664814,,[1987?],1 sheet , 7 x 23 cm,"LRC Products Limited (London, England)",Ephemera,Condoms,Wellcome Collection,"LRC Products Limited,Durex condoms,Wellcome Collection,London",Window sticker advertising Durex condoms and the MI££IONAID project.
ba1a38e8ec574c56061d9d2b77cede80,,"https://iiif.wellcomecollection.org/image/b20186733_0001.jp2/full/97,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20186733_0001.jp2/full/779,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b20186733_0001.jp2/full/full/0/default.jpg,Sanax vibrator : 17.,https://iiif.wellcomecollection.org/presentation/b20186733,"<p>One of a series of at least 18 gummed paper stickers (poster stamps) advertising Sanax hand-held electric vibrators showing them being used by men and women on arms, legs, chest, chin etc. No.17 shows a man sitting, using the vibrator on the his left forearm.</p>","[Place of publication not identified] : [publisher not identified], [between 1900 and 1909?]",1 broadside : color illustrations , 6  x 41 cm,,Ephemera,Vibrators,Wellcome Collection,"advertising Sanax hand,gummed paper stickers,poster stamps,chin etc",
b73f6789ba33ceb42edb77deb2a6ed52,,"https://iiif.wellcomecollection.org/image/b20283878_0001.jp2/full/99,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20283878_0001.jp2/full/798,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b20283878_0001.jp2/full/full/0/default.jpg,"G20 leaders : to end AIDS, treat all people! : 15 million by 2015 / HealthGAP.org.",https://iiif.wellcomecollection.org/presentation/b20283878,"<p>Sticker demanding AIDS treatment for all. ""Health GAP is an organization of U.S.-based AIDS and human rights activists, people living with HIV/AIDS, public health experts, fair trade advocates and concerned individuals who campaign against policies of neglect and avarice that deny treatment to millions and fuel the spread of HIV"".</p>","[New York] : Health GAP, [2011?]",1 broadside , 11 cm,Health Global Access Project.,Ephemera,Acquired Immunodeficiency Syndrome - prevention & control,Wellcome Collection,"leaders,AIDS,Health,Acquired Immunodeficiency Syndrome",
ef3ac25997ab187aae49bd209ea3c28a,,"https://iiif.wellcomecollection.org/image/b20283878_0002.jp2/full/99,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20283878_0002.jp2/full/798,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b20283878_0002.jp2/full/full/0/default.jpg,"G20 leaders : to end AIDS, treat all people! : 15 million by 2015 / HealthGAP.org.",https://iiif.wellcomecollection.org/presentation/b20283878,"<p>Sticker demanding AIDS treatment for all. ""Health GAP is an organization of U.S.-based AIDS and human rights activists, people living with HIV/AIDS, public health experts, fair trade advocates and concerned individuals who campaign against policies of neglect and avarice that deny treatment to millions and fuel the spread of HIV"".</p>","[New York] : Health GAP, [2011?]",1 broadside , 11 cm,Health Global Access Project.,Ephemera,Acquired Immunodeficiency Syndrome - prevention & control,Wellcome Collection,"leaders,AIDS,Health,Acquired Immunodeficiency Syndrome",
04b8b1149609f3016ee0fc7e9cd722ae,,"https://iiif.wellcomecollection.org/image/b20660844_0001.jp2/full/81,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20660844_0001.jp2/full/654,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b20660844_0001.jp2/full/full/0/default.jpg,Leciferrin gibt Blut und Kraft : Ovo-Lecithin-Eisen : Galenus Chemische Industrie G.m.b.H. Frankfurt a.M.,https://iiif.wellcomecollection.org/presentation/b20660844,"<p>Poster stamp (1910s?) advertising Galenus Chemische Industrie GmbH of Frankfurt's 'Leciferrin' tonic, strengthening the body and the blood. This one shows a naked, muscular man (Atlas?) embracing planet Earth. One of a series.</p>","Frankfurt am Main : Galenus Chemische Industrie, [Between 1900 and 1918?]",1 broadside : color illustrations , 6.8 cm,Galenus Chemische Industrie.,Ephemera,Tonics (Medicinal preparations),Wellcome Collection,"Galenus Chemische Industrie,Blut und Kraft,Leciferrin gibt Blut,Poster stamp",
e7b4537bfbc626e37a64b8673d503f20,,"https://iiif.wellcomecollection.org/image/b2850852x_0001.jp2/full/128,56/0/default.jpg","https://iiif.wellcomecollection.org/image/b2850852x_0001.jp2/full/1025,452/0/default.jpg","https://iiif.wellcomecollection.org/image/b2850852x_0001.jp2/full/4096,1807/0/default.jpg","[4 stickers showing birds (stenpikker, hærfugl etc.). Sold to raise funds for Danish Red Cross Week. ].",https://iiif.wellcomecollection.org/presentation/b2850852x,,1994,,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"stickers showing birds,hærfugl etc,stenpikker,Wellcome Collection",,
073f12ed615a2ba3bb1c907c7a1aba27,,"https://iiif.wellcomecollection.org/image/b28490769_0001.jp2/full/104,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490769_0001.jp2/full/839,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490769_0001.jp2/full/full/0/default.jpg,[5 ΛΕΠΤΑ charity stamp showing a soldier with his left arm in a sling against  a red cross].,https://iiif.wellcomecollection.org/presentation/b28490769,,[Beteween 1915 and 1924?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Wellcome Collection,ΛΕΠΤΑ charity stamp,Red Crescent,presentation",,
3e9776b36e1074f71cf1b96294683b8f,,"https://iiif.wellcomecollection.org/image/b28490848_0001.jp2/full/78,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490848_0001.jp2/full/626,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490848_0001.jp2/full/full/0/default.jpg,"[Fund-raising sticker, Pro Richiamati Tota Sabina civitas. White cross?].",https://iiif.wellcomecollection.org/presentation/b28490848,,[Between 1914 and 1918?],,,Ephemera,Fund Raising,Wellcome Collection,"Pro Richiamati Tota,Tota Sabina civitas,Wellcome Collection,Fund Raising",,
77d956ae03827815815b42ff15c9d3dc,1880,"https://iiif.wellcomecollection.org/image/b16427683_0001.jp2/full/128,96/0/default.jpg","https://iiif.wellcomecollection.org/image/b16427683_0001.jp2/full/1025,771/0/default.jpg","https://iiif.wellcomecollection.org/image/b16427683_0001.jp2/full/4096,3082/0/default.jpg","Ultragrill : the latest, most up-to-date method of grilling / Tricity Bendix.",https://iiif.wellcomecollection.org/presentation/b16427683,<p>Colour sticker advertising Tricity Bendix electric grills.</p>,"[Luton] : Tricity Bendix, [1992]",1 broadside : color illustrations , 18 x 26 cm,Tricity Bendix.,Ephemera,Cooking,Wellcome Collection,"Tricity Bendix,Bendix,Ultragrill,date method",
4015dbb1178e786cabf9dd19c4a2cc9a,,"https://iiif.wellcomecollection.org/image/b28665764_0001.jp2/full/128,93/0/default.jpg","https://iiif.wellcomecollection.org/image/b28665764_0001.jp2/full/1025,745/0/default.jpg","https://iiif.wellcomecollection.org/image/b28665764_0001.jp2/full/4096,2978/0/default.jpg",Do you care? We do / Rubberstuffers.,https://iiif.wellcomecollection.org/presentation/b28665764,,[1999?],1 sheet : monochrome , 9 x 12 cm,RS Health,Ephemera,Safe Sex,Wellcome Collection,"Rubberstuffers,RS Health,Safe Sex,Wellcome Collection",
e0fc147ecce4dc904b5ab4a46cc59a37,,"https://iiif.wellcomecollection.org/image/b28491130_0001.jp2/full/98,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491130_0001.jp2/full/790,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491130_0001.jp2/full/full/0/default.jpg,[Stamp-like sticker sold to raise funds for the French Red Cross. Bearing a portrait of: Gal. Petain].,https://iiif.wellcomecollection.org/presentation/b28491130,,[Between 1914 and 1918?],,,Ephemera,"World War, 1914-1918",Wellcome Collection,"French Red Cross,Stamp,Gal,Collection",,
65829b9bd82661275ff6088a726f1082,,"https://iiif.wellcomecollection.org/image/b16427713_0001.jp2/full/79,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b16427713_0001.jp2/full/636,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b16427713_0001.jp2/full/full/0/default.jpg,"Total service : 24 hours, 365 days / from Tricity Bendix.",https://iiif.wellcomecollection.org/presentation/b16427713,<p>Sticker advertising a kitchen appliance failure insurance service from Tricity Bendix.</p>,"[Luton] : Tricity Bendix, [1992]",1 broadside : color illustrations , 11 cm,Tricity Bendix.,Ephemera,Household appliances,Wellcome Collection,"Tricity Bendix,Bendix,hours,days",
d2edfef69047c3fbb31c115803678c55,,"https://iiif.wellcomecollection.org/image/b28663135_0001.jp2/full/77,127/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663135_0001.jp2/full/618,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663135_0001.jp2/full/full/0/default.jpg,Vrij veilig condom om.,https://iiif.wellcomecollection.org/presentation/b28663135,,[approximately 1989?],1 sheet : colour , 13 x 8 cm,,Ephemera,Safe Sex,Wellcome Collection,"Ephemera,presentation,sheet,colour",
fe21b6eee621064119c56363552c5dc5,,"https://iiif.wellcomecollection.org/image/b28663135_0002.jp2/full/77,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663135_0002.jp2/full/617,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663135_0002.jp2/full/full/0/default.jpg,Vrij veilig condom om.,https://iiif.wellcomecollection.org/presentation/b28663135,,[approximately 1989?],1 sheet : colour , 13 x 8 cm,,Ephemera,Safe Sex,Wellcome Collection,"Ephemera,presentation,sheet,colour",
3bb17db6d409706a5c313a196a7b091a,,"https://iiif.wellcomecollection.org/image/b20084031_0001.jp2/full/128,100/0/default.jpg","https://iiif.wellcomecollection.org/image/b20084031_0001.jp2/full/1025,804/0/default.jpg",https://iiif.wellcomecollection.org/image/b20084031_0001.jp2/full/full/0/default.jpg,Eat more eggs : sunshine in sealed packages : fresh eggs are best : Britain's eggs are the freshest : eat eggs for health ... / Scientific Poultry Breeders Association Ltd.,https://iiif.wellcomecollection.org/presentation/b20084031,<p>Gummed sticker promoting the nutritive qualities and freshness of British eggs. Possibly 1920s.</p>,"Rudowick : Scientific Poultry Breeders Association, [between 1920 and 1929?]",1 broadside : color illustrations , 5 x 7 cm,Scientific Poultry Breeders Association.,Ephemera,Eggs,Wellcome Collection,"Scientific Poultry Breeders,Poultry Breeders Association,Gummed sticker,Scientific","""Tom Newman, secretary, Scientific Poultry Breeders Association Ltd."""
5ecb6708ff35f0a46ed302b23bbcc4ef,,"https://iiif.wellcomecollection.org/image/b28490678_0001.jp2/full/128,111/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490678_0001.jp2/full/1025,891/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490678_0001.jp2/full/full/0/default.jpg,[Fund-raising sticker for the Daily Mail Red Cross Fund].,https://iiif.wellcomecollection.org/presentation/b28490678,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Mail Red Cross,Daily Mail Red,Wellcome Collection,Red Crescent",,
b3afa5c11149d00715cba722f61354bc,,"https://iiif.wellcomecollection.org/image/b28491002_0001.jp2/full/89,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491002_0001.jp2/full/719,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491002_0001.jp2/full/full/0/default.jpg,[Fund raising sticker for the Austrian Red Cross].,https://iiif.wellcomecollection.org/presentation/b28491002,,1914,,,Ephemera,Fund Raising,Wellcome Collection,"Wellcome Collection,Fund raising sticker,Austrian Red,Fund",,
